totalshoppertraffic_visitors,totalshoppertraffic_visits,digital_orders,aal_orders,eup_orders,nao_orders,nse_orders,nso_orders,nsp_orders,npp_orders,total_orders,cust_prospect_ind,visit_device_type,event_dt
1,1,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,3/2/19
3449,4123,12,0,0,0,11,1,0,0,15,PROSPECT,Tablet,3/2/19
40572,45084,624,81,413,55,57,9,5,4,731,All Visitors,Tablet,3/2/19
45233,55897,241,3,3,15,163,29,14,14,318,PROSPECT,All Devices,3/2/19
617902,694113,6862,926,4099,582,783,191,69,212,8464,All Visitors,All Devices,3/2/19
16990,20270,109,3,1,5,71,13,9,7,145,PROSPECT,Desktop,3/2/19
55,60,2,0,0,0,2,0,0,0,2,PROSPECT,Gaming Console,3/2/19
179557,197152,330,5,0,51,195,47,16,16,623,UNDETERMINED,Mobile Phone,3/2/19
477,503,2,0,0,0,2,0,0,0,3,All Visitors,Gaming Console,3/2/19
128910,137918,613,10,13,52,285,66,19,168,806,UNDETERMINED,Desktop,3/2/19
1,1,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,3/2/19
96279,114436,1251,239,814,131,38,18,3,8,1576,CUSTOMER,Mobile Phone,3/2/19
20217,21786,56,1,1,8,33,5,4,4,75,UNDETERMINED,Tablet,3/2/19
329074,357271,999,16,14,111,513,118,39,188,1496,UNDETERMINED,All Devices,3/2/19
16966,19175,556,80,412,47,13,3,1,0,642,CUSTOMER,Tablet,3/2/19
402,414,0,0,0,0,0,0,0,0,1,UNDETERMINED,Gaming Console,3/2/19
244302,280945,5622,907,4082,456,107,44,16,10,6690,CUSTOMER,All Devices,3/2/19
310025,351111,1397,221,593,144,332,63,25,19,1850,All Visitors,Mobile Phone,2/7/19
11,12,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/7/19
344519,379202,4556,1010,2477,411,375,87,50,146,5265,All Visitors,Desktop,2/7/19
3191,3786,5,0,0,1,1,1,2,0,5,PROSPECT,Tablet,2/7/19
42246,46413,356,53,207,41,28,14,8,5,409,All Visitors,Tablet,2/7/19
40601,50037,186,1,0,8,132,23,8,14,249,PROSPECT,All Devices,2/7/19
696833,776886,6312,1284,3277,596,738,164,83,170,7476,All Visitors,All Devices,2/7/19
19949,24105,95,1,0,5,63,13,4,9,123,PROSPECT,Desktop,2/7/19
16,21,1,0,0,0,1,0,0,0,1,PROSPECT,Gaming Console,2/7/19
199045,218034,314,3,2,21,214,42,21,11,525,UNDETERMINED,Mobile Phone,2/7/19
141,160,3,0,0,0,3,0,0,0,4,All Visitors,Gaming Console,2/7/19
167437,179181,534,6,1,45,261,58,33,130,738,UNDETERMINED,Desktop,2/7/19
93770,110952,998,218,591,121,51,12,2,3,1215,CUSTOMER,Mobile Phone,2/7/19
24334,25999,42,0,0,5,22,6,5,4,58,UNDETERMINED,Tablet,2/7/19
390894,423341,892,9,3,71,499,106,59,145,1306,UNDETERMINED,All Devices,2/7/19
14759,16628,309,53,207,35,5,7,1,1,346,CUSTOMER,Tablet,2/7/19
115,127,2,0,0,0,2,0,0,0,3,UNDETERMINED,Gaming Console,2/7/19
265983,303508,5234,1274,3274,517,107,35,16,11,5964,CUSTOMER,All Devices,2/7/19
157491,175916,3927,1003,2476,361,51,16,13,7,4420,CUSTOMER,Desktop,2/7/19
17452,22125,85,0,0,2,67,9,2,5,121,PROSPECT,Mobile Phone,2/7/19
20201,25640,88,1,0,3,59,17,4,4,126,PROSPECT,Mobile Phone,3/19/19
242081,274993,1118,200,338,133,259,97,42,49,1725,All Visitors,Mobile Phone,3/19/19
10,13,1,1,0,0,0,0,0,0,1,CUSTOMER,Gaming Console,3/19/19
335250,368109,5010,1117,2538,470,451,128,80,226,5939,All Visitors,Desktop,3/19/19
2,2,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,3/19/19
3071,3591,8,0,0,0,7,1,0,0,9,PROSPECT,Tablet,3/19/19
32318,35370,392,52,224,41,37,11,14,13,464,All Visitors,Tablet,3/19/19
43018,52854,206,2,0,14,134,30,9,17,277,PROSPECT,All Devices,3/19/19
609722,678629,6521,1370,3100,644,747,236,136,288,8068,All Visitors,All Devices,3/19/19
19697,23555,110,1,0,11,68,12,5,13,143,PROSPECT,Desktop,3/19/19
63,68,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/19/19
137946,151044,342,1,1,38,156,65,38,43,580,UNDETERMINED,Mobile Phone,3/19/19
142,155,1,1,0,0,0,0,0,0,2,All Visitors,Gaming Console,3/19/19
155500,165574,750,9,5,61,332,91,58,194,973,UNDETERMINED,Desktop,3/19/19
2,2,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,3/19/19
84161,98309,688,198,337,92,44,15,0,2,1027,CUSTOMER,Mobile Phone,3/19/19
15456,16446,67,0,0,7,26,7,14,13,88,UNDETERMINED,Tablet,3/19/19
308960,333140,1159,10,6,106,514,163,110,250,1633,UNDETERMINED,All Devices,3/19/19
13839,15333,317,52,224,34,4,3,0,0,367,CUSTOMER,Tablet,3/19/19
70,74,0,0,0,0,0,0,0,0,1,UNDETERMINED,Gaming Console,3/19/19
258394,292635,5157,1358,3094,524,100,43,17,21,6223,CUSTOMER,All Devices,3/19/19
160420,178980,4151,1107,2533,398,52,25,17,19,4847,CUSTOMER,Desktop,3/19/19
1641,1671,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/25/19
248364,281770,5254,1240,3090,759,96,44,8,17,6280,CUSTOMER,All Devices,3/25/19
140771,155508,4077,967,2441,581,46,26,5,11,4674,CUSTOMER,Desktop,3/25/19
28191,35312,130,1,0,16,81,17,5,10,180,PROSPECT,Mobile Phone,3/25/19
333187,375972,1343,230,406,219,313,104,32,39,2045,All Visitors,Mobile Phone,3/25/19
15,17,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,3/25/19
274780,299438,4819,976,2443,796,370,115,44,75,5632,All Visitors,Desktop,3/25/19
1,1,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,3/25/19
3597,4166,11,0,0,1,9,1,0,0,15,PROSPECT,Tablet,3/25/19
37663,41516,383,47,243,42,29,9,9,4,471,All Visitors,Tablet,3/25/19
49951,60857,270,4,0,53,155,29,11,18,356,PROSPECT,All Devices,3/25/19
647800,719265,6545,1253,3092,1057,712,228,85,118,8084,All Visitors,All Devices,3/25/19
17570,20729,129,3,0,36,65,11,6,8,162,PROSPECT,Desktop,3/25/19
604,650,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/25/19
211886,230465,363,3,0,54,189,69,25,23,640,UNDETERMINED,Mobile Phone,3/25/19
2260,2338,0,0,0,0,0,0,0,0,0,All Visitors,Gaming Console,3/25/19
116726,123201,613,6,2,179,259,78,33,56,807,UNDETERMINED,Desktop,3/25/19
1,1,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,3/25/19
93418,110195,850,226,406,149,43,18,2,6,1235,CUSTOMER,Mobile Phone,3/25/19
19895,21300,45,0,0,12,13,8,8,4,63,UNDETERMINED,Tablet,3/25/19
350130,376638,1021,9,2,245,461,155,66,83,1496,UNDETERMINED,All Devices,3/25/19
14217,16050,327,47,243,29,7,0,1,0,394,CUSTOMER,Tablet,3/25/19
146228,164139,3982,893,2547,462,43,18,10,9,4552,CUSTOMER,Desktop,2/11/19
22494,28516,97,0,0,12,66,12,5,2,123,PROSPECT,Mobile Phone,2/11/19
309294,347579,1163,206,393,201,241,74,22,26,1621,All Visitors,Mobile Phone,2/11/19
18,21,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/11/19
345299,379574,4612,903,2554,509,352,94,34,166,5387,All Visitors,Desktop,2/11/19
4135,4937,13,0,0,0,8,1,3,1,14,PROSPECT,Tablet,2/11/19
41772,45825,342,40,222,22,31,8,13,6,391,All Visitors,Tablet,2/11/19
49779,61150,212,1,1,21,143,24,15,7,275,PROSPECT,All Devices,2/11/19
696586,773298,6118,1149,3169,732,624,177,69,198,7356,All Visitors,All Devices,2/11/19
23133,27671,102,1,1,9,69,11,7,4,140,PROSPECT,Desktop,2/11/19
21,26,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,2/11/19
208457,225959,250,5,1,33,142,42,13,14,451,UNDETERMINED,Mobile Phone,2/11/19
304,320,1,0,0,0,0,1,0,0,1,All Visitors,Gaming Console,2/11/19
176326,187764,528,9,6,38,240,65,17,153,707,UNDETERMINED,Desktop,2/11/19
78626,93104,816,201,392,156,33,20,4,10,1053,CUSTOMER,Mobile Phone,2/11/19
24423,25914,41,1,0,3,17,7,8,5,53,UNDETERMINED,Tablet,2/11/19
409437,439910,820,15,7,74,399,115,38,172,1204,UNDETERMINED,All Devices,2/11/19
13255,14974,288,39,222,19,6,0,2,0,324,CUSTOMER,Tablet,2/11/19
265,273,1,0,0,0,0,1,0,0,1,UNDETERMINED,Gaming Console,2/11/19
238083,272238,5086,1133,3161,637,82,38,16,19,5909,CUSTOMER,All Devices,2/11/19
21460,25450,125,1,2,17,71,15,11,8,229,PROSPECT,Desktop,3/5/19
142,146,1,0,0,0,1,0,0,0,2,PROSPECT,Gaming Console,3/5/19
160405,175433,309,4,2,38,172,60,20,13,874,UNDETERMINED,Mobile Phone,3/5/19
949,987,1,0,0,0,1,0,0,0,2,All Visitors,Gaming Console,3/5/19
160582,170763,665,8,4,65,291,64,37,196,1084,UNDETERMINED,Desktop,3/5/19
1,1,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,3/5/19
80715,95512,931,185,559,127,43,10,6,1,2200,CUSTOMER,Mobile Phone,3/5/19
17879,19067,50,0,0,6,29,7,4,4,86,UNDETERMINED,Tablet,3/5/19
339640,366089,1024,12,6,109,492,131,61,213,2031,UNDETERMINED,All Devices,3/5/19
13119,14791,356,52,262,30,8,3,1,0,451,CUSTOMER,Tablet,3/5/19
793,825,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/5/19
255906,291562,5792,1070,3937,602,112,35,23,13,8431,CUSTOMER,All Devices,3/5/19
162106,181243,4505,833,3116,445,61,22,16,12,5838,CUSTOMER,Desktop,3/5/19
20451,25805,99,0,0,9,70,5,9,6,272,PROSPECT,Mobile Phone,3/5/19
261326,296750,1339,189,561,174,285,75,35,20,3323,All Visitors,Mobile Phone,3/5/19
14,16,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,3/5/19
343819,377456,5295,842,3122,527,423,101,64,216,7123,All Visitors,Desktop,3/5/19
1,1,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,3/5/19
2817,3308,10,1,0,0,6,2,0,1,22,PROSPECT,Tablet,3/5/19
33782,37166,416,53,262,36,43,12,5,5,557,All Visitors,Tablet,3/5/19
44856,54709,235,2,2,26,148,22,20,15,522,PROSPECT,All Devices,3/5/19
639790,712360,7051,1084,3945,737,752,188,104,241,10866,All Visitors,All Devices,3/5/19
79075,92825,787,196,396,129,39,16,6,5,1015,CUSTOMER,Mobile Phone,2/6/19
22085,23433,37,1,0,3,21,7,4,1,52,UNDETERMINED,Tablet,2/6/19
348434,374880,852,18,6,59,446,131,50,142,1258,UNDETERMINED,All Devices,2/6/19
13652,15304,264,50,174,30,6,2,1,1,315,CUSTOMER,Tablet,2/6/19
80,86,1,0,0,0,1,0,0,0,1,UNDETERMINED,Gaming Console,2/6/19
242911,275394,4381,1047,2601,560,92,46,21,14,5143,CUSTOMER,All Devices,2/6/19
150209,167244,3329,801,2030,401,47,28,14,8,3829,CUSTOMER,Desktop,2/6/19
19504,24366,106,2,0,6,84,9,5,0,137,PROSPECT,Mobile Phone,2/6/19
269618,303415,1172,204,396,152,307,76,22,15,1632,All Visitors,Mobile Phone,2/6/19
15,21,1,0,1,0,0,0,0,0,1,CUSTOMER,Gaming Console,2/6/19
326372,357998,3962,812,2037,454,344,112,55,148,4686,All Visitors,Desktop,2/6/19
3428,4001,7,0,0,0,4,2,1,0,8,PROSPECT,Tablet,2/6/19
39136,42738,308,51,174,33,31,11,6,2,374,All Visitors,Tablet,2/6/19
44375,54007,212,2,1,20,146,22,12,9,296,PROSPECT,All Devices,2/6/19
635154,704281,5445,1067,2608,639,684,199,83,165,6642,All Visitors,All Devices,2/6/19
21437,25617,98,0,1,14,57,11,6,9,150,PROSPECT,Desktop,2/6/19
18,23,1,0,0,0,1,0,0,0,1,PROSPECT,Gaming Console,2/6/19
171252,186224,279,6,0,17,184,51,11,10,489,UNDETERMINED,Mobile Phone,2/6/19
112,130,3,0,1,0,2,0,0,0,3,All Visitors,Gaming Console,2/6/19
155046,165137,535,11,6,39,240,73,35,131,722,UNDETERMINED,Desktop,2/6/19
94438,104789,3081,659,2139,208,45,14,12,4,3560,CUSTOMER,Desktop,3/23/19
27964,35054,102,0,0,6,67,20,4,5,149,PROSPECT,Mobile Phone,3/23/19
355888,401743,1397,227,535,190,277,116,31,21,2046,All Visitors,Mobile Phone,3/23/19
9,10,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,3/23/19
189812,207064,3425,672,2147,243,223,70,34,36,4044,All Visitors,Desktop,3/23/19
3694,4434,8,0,0,1,5,1,1,0,10,PROSPECT,Tablet,3/23/19
43460,48050,476,70,305,44,29,5,10,13,551,All Visitors,Tablet,3/23/19
44116,54130,172,2,1,12,111,26,8,12,243,PROSPECT,All Devices,3/23/19
590888,658736,5298,969,2987,477,529,191,75,70,6575,All Visitors,All Devices,3/23/19
12046,14206,62,2,1,5,39,5,3,7,85,PROSPECT,Desktop,3/23/19
418,436,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/23/19
228567,248591,344,4,1,48,173,85,20,13,630,UNDETERMINED,Mobile Phone,3/23/19
1823,1879,0,0,0,0,0,0,0,0,0,All Visitors,Gaming Console,3/23/19
83569,88069,282,11,7,30,139,51,19,25,406,UNDETERMINED,Desktop,3/23/19
99720,118098,951,223,534,136,37,11,7,3,1275,CUSTOMER,Mobile Phone,3/23/19
23609,25189,52,2,1,8,18,2,9,12,71,UNDETERMINED,Tablet,3/23/19
337113,363282,678,17,9,86,330,138,48,50,1093,UNDETERMINED,All Devices,3/23/19
16224,18427,416,68,304,35,6,2,0,1,476,CUSTOMER,Tablet,3/23/19
1396,1433,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/23/19
210333,241324,4448,950,2977,379,88,27,19,8,5290,CUSTOMER,All Devices,3/23/19
97140,115205,1207,276,686,135,81,14,5,10,1638,CUSTOMER,Mobile Phone,2/27/19
20483,21949,59,2,1,6,36,5,3,6,84,UNDETERMINED,Tablet,2/27/19
398582,433026,1587,22,27,264,768,169,49,288,2206,UNDETERMINED,All Devices,2/27/19
13761,15428,370,53,263,47,4,1,1,1,456,CUSTOMER,Tablet,2/27/19
350,365,1,0,0,0,1,0,0,0,1,UNDETERMINED,Gaming Console,2/27/19
271480,309988,6046,1190,3981,637,167,27,18,26,7241,CUSTOMER,All Devices,2/27/19
160627,179342,4469,861,3032,455,82,12,12,15,5182,CUSTOMER,Desktop,2/27/19
20778,26353,147,1,0,10,111,11,4,10,196,PROSPECT,Mobile Phone,2/27/19
323694,368349,1906,285,692,240,527,99,28,35,2738,All Visitors,Mobile Phone,2/27/19
12,13,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/27/19
351063,385975,5583,873,3052,633,566,113,46,300,6549,All Visitors,Desktop,2/27/19
2816,3333,8,0,0,1,6,0,1,0,10,PROSPECT,Tablet,2/27/19
37029,40710,437,55,264,54,46,6,5,7,548,All Visitors,Tablet,2/27/19
42680,52447,295,1,0,26,206,22,12,28,381,PROSPECT,All Devices,2/27/19
712073,795461,7928,1213,4008,927,1141,218,79,342,9752,All Visitors,All Devices,2/27/19
19058,22712,139,0,0,15,88,11,7,18,175,PROSPECT,Desktop,2/27/19
41,49,1,0,0,0,1,0,0,0,1,PROSPECT,Gaming Console,2/27/19
206058,226791,552,8,6,95,335,74,19,15,920,UNDETERMINED,Mobile Phone,2/27/19
403,427,2,0,0,0,2,0,0,0,2,All Visitors,Gaming Console,2/27/19
171731,183921,975,12,20,163,396,90,27,267,1217,UNDETERMINED,Desktop,2/27/19
346,360,1,0,0,0,1,0,0,0,1,PROSPECT,Gaming Console,3/22/19
231106,253869,435,4,1,27,252,95,36,20,759,UNDETERMINED,Mobile Phone,3/22/19
1515,1557,1,0,0,0,1,0,0,0,1,All Visitors,Gaming Console,3/22/19
113672,119865,472,4,4,39,255,78,35,57,620,UNDETERMINED,Desktop,3/22/19
1,1,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,3/22/19
104594,122983,947,232,496,152,41,15,4,7,1374,CUSTOMER,Mobile Phone,3/22/19
21237,22629,94,0,2,14,27,5,19,27,125,UNDETERMINED,Tablet,3/22/19
367142,397550,1001,8,7,80,534,178,90,104,1493,UNDETERMINED,All Devices,3/22/19
17231,19291,314,57,218,32,3,3,1,0,372,CUSTOMER,Tablet,3/22/19
1160,1186,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/22/19
263383,297846,5073,1340,3061,541,81,29,11,10,6066,CUSTOMER,All Devices,3/22/19
141618,155561,3812,1051,2347,357,37,11,6,3,4347,CUSTOMER,Desktop,3/22/19
22989,28750,109,1,0,3,81,16,3,5,161,PROSPECT,Mobile Phone,3/22/19
358419,405602,1491,237,497,182,374,126,43,32,2291,All Visitors,Mobile Phone,3/22/19
10,11,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,3/22/19
271272,294476,4382,1061,2353,403,354,103,46,62,5091,All Visitors,Desktop,3/22/19
1,1,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,3/22/19
3099,3669,14,0,0,2,9,2,1,0,16,PROSPECT,Tablet,3/22/19
41532,45589,422,57,220,48,39,10,21,27,512,All Visitors,Tablet,3/22/19
42665,51829,222,7,2,12,153,32,9,7,312,PROSPECT,All Devices,3/22/19
672620,747225,6296,1355,3070,633,768,239,110,121,7826,All Visitors,All Devices,3/22/19
16244,19050,98,6,2,7,62,14,5,2,136,PROSPECT,Desktop,3/22/19
148401,158608,743,8,14,73,347,75,41,185,992,UNDETERMINED,Desktop,3/1/19
100142,117910,1138,244,662,127,82,11,7,5,1511,CUSTOMER,Mobile Phone,3/1/19
18099,19305,61,0,2,9,36,4,4,6,83,UNDETERMINED,Tablet,3/1/19
344857,373892,1168,13,19,114,632,129,59,202,1764,UNDETERMINED,All Devices,3/1/19
16156,18126,383,47,284,32,12,3,2,3,468,CUSTOMER,Tablet,3/1/19
213,215,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/1/19
289451,329130,6300,1158,4259,630,176,40,23,14,7531,CUSTOMER,All Devices,3/1/19
173188,193077,4778,867,3312,471,82,26,14,6,5567,CUSTOMER,Desktop,3/1/19
23633,30054,166,0,1,14,113,20,7,11,240,PROSPECT,Mobile Phone,3/1/19
301636,343728,1668,249,666,173,444,81,28,27,2443,All Visitors,Mobile Phone,3/1/19
15,17,1,0,1,0,0,0,0,0,1,CUSTOMER,Gaming Console,3/1/19
342238,376742,5658,876,3326,557,523,110,61,205,6740,All Visitors,Desktop,3/1/19
3314,3909,14,0,0,0,8,4,1,1,19,PROSPECT,Tablet,3/1/19
37524,41340,458,47,286,41,56,11,7,10,569,All Visitors,Tablet,3/1/19
48006,59068,318,1,1,27,215,33,14,27,450,PROSPECT,All Devices,3/1/19
681591,762090,7786,1172,4279,771,1023,202,96,243,9702,All Visitors,All Devices,3/1/19
21022,25057,137,1,0,13,94,9,6,14,191,PROSPECT,Desktop,3/1/19
46,48,1,0,0,0,0,0,0,1,1,PROSPECT,Gaming Console,3/1/19
178163,195764,364,5,3,32,249,50,14,11,702,UNDETERMINED,Mobile Phone,3/1/19
274,280,2,0,1,0,0,0,0,1,2,All Visitors,Gaming Console,3/1/19
22261,27608,137,1,0,11,101,13,4,7,190,PROSPECT,Mobile Phone,2/28/19
276223,311951,1467,228,581,166,385,64,22,21,2149,All Visitors,Mobile Phone,2/28/19
14,15,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/28/19
328003,359147,5074,851,2811,534,511,102,41,224,6009,All Visitors,Desktop,2/28/19
1,1,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,2/28/19
2891,3387,7,0,0,1,2,3,0,1,12,PROSPECT,Tablet,2/28/19
32575,35584,378,52,240,32,38,8,3,5,441,All Visitors,Tablet,2/28/19
43037,52525,266,1,0,22,186,29,10,18,380,PROSPECT,All Devices,2/28/19
636347,706848,6919,1131,3632,732,934,174,66,250,8547,All Visitors,All Devices,2/28/19
17938,21500,122,0,0,10,83,13,6,10,178,PROSPECT,Desktop,2/28/19
26,30,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,2/28/19
172959,187545,431,25,56,38,242,43,15,12,745,UNDETERMINED,Mobile Phone,2/28/19
155,165,0,0,0,0,0,0,0,0,0,All Visitors,Gaming Console,2/28/19
159513,168723,906,39,147,71,357,60,27,205,1160,UNDETERMINED,Desktop,2/28/19
1,1,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,2/28/19
83127,96798,899,202,525,117,42,8,3,2,1225,CUSTOMER,Mobile Phone,2/28/19
17795,18773,61,3,11,4,33,3,3,4,80,UNDETERMINED,Tablet,2/28/19
350187,375162,1398,67,214,113,632,106,45,221,1976,UNDETERMINED,All Devices,2/28/19
12091,13424,310,49,229,27,3,2,0,0,350,CUSTOMER,Tablet,2/28/19
