totalshoppertraffic_visitors,totalshoppertraffic_visits,digital_orders,aal_orders,eup_orders,nao_orders,nse_orders,nso_orders,nsp_orders,npp_orders,total_orders,cust_prospect_ind,visit_device_type,event_dt
116,120,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,2/28/19
247150,279161,5255,1063,3418,597,116,39,11,11,6239,CUSTOMER,All Devices,2/28/19
152206,168924,4046,812,2664,453,71,29,8,9,4684,CUSTOMER,Desktop,2/28/19
124472,131972,600,6,5,32,302,109,43,103,801,UNDETERMINED,Desktop,3/20/19
108307,125917,806,212,362,144,60,17,7,4,1244,CUSTOMER,Mobile Phone,3/20/19
18891,20213,91,0,1,16,23,6,19,26,110,UNDETERMINED,Tablet,3/20/19
340718,368554,1115,9,8,69,573,195,97,164,1657,UNDETERMINED,All Devices,3/20/19
15423,17145,361,50,268,34,8,1,0,0,428,CUSTOMER,Tablet,3/20/19
1019,1054,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/20/19
264970,298752,5059,1291,3013,582,108,33,20,12,6150,CUSTOMER,All Devices,3/20/19
141595,155680,3892,1029,2383,404,40,15,13,8,4512,CUSTOMER,Desktop,3/20/19
20153,25271,84,0,0,1,66,8,2,7,122,PROSPECT,Mobile Phone,3/20/19
324860,366503,1314,215,364,166,374,105,44,46,2118,All Visitors,Mobile Phone,3/20/19
9,10,0,0,0,0,0,0,0,0,1,CUSTOMER,Gaming Console,3/20/19
281714,306283,4588,1036,2388,439,400,141,66,118,5417,All Visitors,Desktop,3/20/19
2772,3229,12,0,0,0,8,1,2,1,13,PROSPECT,Tablet,3/20/19
37048,40587,464,50,269,50,39,8,21,27,551,All Visitors,Tablet,3/20/19
39083,47475,192,1,0,4,132,26,14,15,257,PROSPECT,All Devices,3/20/19
644274,714781,6366,1301,3021,655,813,254,131,191,7997,All Visitors,All Devices,3/20/19
15881,18631,96,1,0,3,58,17,10,7,124,PROSPECT,Desktop,3/20/19
328,344,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/20/19
196609,215315,424,3,2,21,248,80,35,35,762,UNDETERMINED,Mobile Phone,3/20/19
1355,1408,0,0,0,0,0,0,0,0,1,All Visitors,Gaming Console,3/20/19
171400,191684,4853,832,3343,543,75,30,16,14,6081,CUSTOMER,Desktop,3/4/19
23459,29663,120,0,0,10,84,17,5,4,278,PROSPECT,Mobile Phone,3/4/19
272458,309179,1442,213,567,195,334,87,27,19,3146,All Visitors,Mobile Phone,3/4/19
15,17,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,3/4/19
356848,392412,5727,843,3351,630,508,119,52,224,7346,All Visitors,Desktop,3/4/19
3155,3718,14,0,0,0,10,3,1,0,21,PROSPECT,Tablet,3/4/19
34282,37877,440,47,276,44,46,20,5,2,587,All Visitors,Tablet,3/4/19
49184,60308,265,1,0,22,186,33,12,11,516,PROSPECT,All Devices,3/4/19
664686,740683,7609,1103,4194,869,888,226,84,245,10966,All Visitors,All Devices,3/4/19
22435,26772,131,1,0,12,92,13,6,7,221,PROSPECT,Desktop,3/4/19
143,155,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/4/19
165571,180428,323,5,1,34,204,51,16,12,840,UNDETERMINED,Mobile Phone,3/4/19
1180,1215,0,0,0,0,0,0,0,0,1,All Visitors,Gaming Console,3/4/19
163578,173956,743,10,8,75,341,76,30,203,1069,UNDETERMINED,Desktop,3/4/19
83807,99088,999,208,566,151,46,19,6,3,2042,CUSTOMER,Mobile Phone,3/4/19
17209,18456,54,0,0,6,26,16,4,2,95,UNDETERMINED,Tablet,3/4/19
347359,373883,1120,15,9,115,571,143,50,217,1993,UNDETERMINED,All Devices,3/4/19
13987,15703,372,47,276,38,10,1,0,0,472,CUSTOMER,Tablet,3/4/19
1022,1043,0,0,0,0,0,0,0,0,1,UNDETERMINED,Gaming Console,3/4/19
269161,306492,6224,1087,4185,732,131,50,22,17,8545,CUSTOMER,All Devices,3/4/19
2491,2937,12,0,0,2,6,2,0,2,14,PROSPECT,Tablet,3/15/19
35232,38652,384,40,251,37,26,6,10,14,444,All Visitors,Tablet,3/15/19
36260,44145,211,0,0,13,153,24,11,10,285,PROSPECT,All Devices,3/15/19
642488,713506,6460,1354,3289,566,786,208,67,190,7987,All Visitors,All Devices,3/15/19
17123,20319,103,0,0,7,73,13,7,3,138,PROSPECT,Desktop,3/15/19
238,251,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/15/19
165910,182292,340,5,3,27,189,71,19,26,655,UNDETERMINED,Mobile Phone,3/15/19
1598,1639,0,0,0,0,0,0,0,0,1,All Visitors,Gaming Console,3/15/19
162931,174051,600,12,6,37,326,74,19,126,811,UNDETERMINED,Desktop,3/15/19
79729,93377,876,219,498,101,45,8,1,4,1225,CUSTOMER,Mobile Phone,3/15/19
18670,19925,50,0,0,10,15,3,10,12,60,UNDETERMINED,Tablet,3/15/19
348837,377641,990,17,9,74,530,148,48,164,1517,UNDETERMINED,All Devices,3/15/19
14116,15790,322,40,251,25,5,1,0,0,371,CUSTOMER,Tablet,3/15/19
1346,1373,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/15/19
257987,291720,5259,1337,3280,479,103,36,8,16,6243,CUSTOMER,All Devices,3/15/19
164170,182538,4061,1078,2531,353,53,27,7,12,4667,CUSTOMER,Desktop,3/15/19
16411,20638,96,0,0,4,74,9,4,5,133,PROSPECT,Mobile Phone,3/15/19
261810,296307,1312,224,501,132,308,88,24,35,2002,All Visitors,Mobile Phone,3/15/19
14,15,0,0,0,0,0,0,0,0,1,CUSTOMER,Gaming Console,3/15/19
343916,376908,4764,1090,2537,397,452,114,33,141,5600,All Visitors,Desktop,3/15/19
91,98,1,0,0,0,0,1,0,0,1,UNDETERMINED,Gaming Console,2/15/19
253349,288255,4481,998,2754,579,101,29,13,7,5288,CUSTOMER,All Devices,2/15/19
153677,171291,3289,730,2092,391,49,12,10,5,3849,CUSTOMER,Desktop,2/15/19
20868,26269,97,0,0,5,79,11,2,0,129,PROSPECT,Mobile Phone,2/15/19
291843,330904,1242,211,418,207,312,70,16,8,1734,All Visitors,Mobile Phone,2/15/19
15,16,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/15/19
335396,368773,3956,740,2104,443,400,70,38,161,4686,All Visitors,Desktop,2/15/19
2,2,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,2/15/19
3739,4442,9,0,0,0,7,0,2,0,9,PROSPECT,Tablet,2/15/19
38618,42477,409,61,246,40,38,6,9,9,448,All Visitors,Tablet,2/15/19
46866,57084,219,0,4,10,165,26,7,7,272,PROSPECT,All Devices,2/15/19
665895,742300,5608,1012,2768,690,750,147,63,178,6827,All Visitors,All Devices,2/15/19
22247,26343,113,0,4,5,79,15,3,7,136,PROSPECT,Desktop,2/15/19
23,30,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,2/15/19
185715,203594,294,4,2,45,182,44,11,6,529,UNDETERMINED,Mobile Phone,2/15/19
129,144,1,0,0,0,0,1,0,0,1,All Visitors,Gaming Console,2/15/19
159781,171139,554,10,8,47,272,43,25,149,707,UNDETERMINED,Desktop,2/15/19
2,2,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,2/15/19
85510,101041,851,207,416,157,51,15,3,2,1083,CUSTOMER,Mobile Phone,2/15/19
20734,22128,59,0,0,9,30,4,7,9,61,UNDETERMINED,Tablet,2/15/19
366288,396961,908,14,10,101,484,92,43,164,1294,UNDETERMINED,All Devices,2/15/19
14192,15907,341,61,246,31,1,2,0,0,378,CUSTOMER,Tablet,2/15/19
347337,380519,4631,640,2610,511,426,110,47,287,5513,All Visitors,Desktop,2/26/19
2,2,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,2/26/19
3079,3585,10,0,0,1,5,0,2,2,14,PROSPECT,Tablet,2/26/19
35470,38929,407,47,266,40,28,11,6,9,489,All Visitors,Tablet,2/26/19
48968,59664,233,0,0,15,164,26,14,14,312,PROSPECT,All Devices,2/26/19
694324,771796,6481,873,3403,747,844,207,81,326,7966,All Visitors,All Devices,2/26/19
22334,26228,104,0,0,9,67,16,8,4,134,PROSPECT,Desktop,2/26/19
97,105,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,2/26/19
188153,205882,398,4,1,39,249,61,23,21,653,UNDETERMINED,Mobile Phone,2/26/19
1266,1317,1,0,0,0,1,0,0,0,1,All Visitors,Gaming Console,2/26/19
163959,174720,729,6,9,52,290,66,31,275,967,UNDETERMINED,Desktop,2/26/19
2,2,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,2/26/19
98984,115401,925,182,526,152,48,15,1,1,1205,CUSTOMER,Mobile Phone,2/26/19
18940,20274,47,2,1,5,18,10,4,7,64,UNDETERMINED,Tablet,2/26/19
372179,402077,1175,12,11,96,558,137,58,303,1674,UNDETERMINED,All Devices,2/26/19
13496,15070,350,45,265,34,5,1,0,0,411,CUSTOMER,Tablet,2/26/19
1156,1199,1,0,0,0,1,0,0,0,1,UNDETERMINED,Gaming Console,2/26/19
273852,310055,5074,861,3392,636,123,44,9,9,6035,CUSTOMER,All Devices,2/26/19
161411,179571,3799,634,2601,450,70,28,8,8,4434,CUSTOMER,Desktop,2/26/19
23473,29746,119,0,0,5,92,10,4,8,167,PROSPECT,Mobile Phone,2/26/19
310351,351029,1442,186,527,196,389,86,28,30,2016,All Visitors,Mobile Phone,2/26/19
13,13,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/26/19
45094,55860,202,1,0,16,140,27,13,5,289,PROSPECT,All Devices,3/30/19
624053,694199,5448,846,2926,632,701,163,83,97,6714,All Visitors,All Devices,3/30/19
10996,13138,86,0,0,9,60,10,6,1,113,PROSPECT,Desktop,3/30/19
591,630,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/30/19
253532,274771,411,3,1,38,241,66,27,35,695,UNDETERMINED,Mobile Phone,3/30/19
2304,2402,2,0,0,0,2,0,0,0,2,All Visitors,Gaming Console,3/30/19
84151,88556,378,14,2,60,204,43,22,33,462,UNDETERMINED,Desktop,3/30/19
1,1,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,3/30/19
108058,127137,1050,251,555,176,51,9,4,4,1355,CUSTOMER,Mobile Phone,3/30/19
23696,25349,62,1,0,13,20,2,11,15,76,UNDETERMINED,Tablet,3/30/19
363043,390432,853,18,3,111,467,111,60,83,1226,UNDETERMINED,All Devices,3/30/19
16125,18189,464,57,338,59,6,1,2,1,539,CUSTOMER,Tablet,3/30/19
1699,1755,2,0,0,0,2,0,0,0,2,UNDETERMINED,Gaming Console,3/30/19
216612,247907,4393,827,2923,505,94,25,10,9,5238,CUSTOMER,All Devices,3/30/19
92489,102564,2879,519,2030,270,37,15,4,4,3359,CUSTOMER,Desktop,3/30/19
29662,37458,111,1,0,7,78,17,6,2,170,PROSPECT,Mobile Phone,3/30/19
390844,439366,1572,255,556,221,370,92,37,41,2210,All Visitors,Mobile Phone,3/30/19
14,17,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,3/30/19
187410,204258,3343,533,2032,339,301,68,32,38,3927,All Visitors,Desktop,3/30/19
1,1,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,3/30/19
3854,4634,5,0,0,0,2,0,1,2,7,PROSPECT,Tablet,3/30/19
43614,48172,531,58,338,72,28,3,14,18,622,All Visitors,Tablet,3/30/19
241,256,1,0,0,0,0,0,0,1,1,UNDETERMINED,Gaming Console,3/8/19
285902,325697,1411,209,551,185,306,89,40,31,2637,All Visitors,Mobile Phone,3/8/19
351146,387236,5187,940,2841,589,404,122,42,249,6472,All Visitors,Desktop,3/8/19
36927,40654,407,50,249,44,37,8,7,12,483,All Visitors,Tablet,3/8/19
674127,753843,7006,1199,3641,818,747,219,89,293,9504,All Visitors,All Devices,3/8/19
285902,325697,1411,209,551,185,306,89,40,31,2637,UNDETERMINED,Mobile Phone,3/8/19
241,256,1,0,0,0,0,0,0,1,1,All Visitors,Gaming Console,3/8/19
351146,387236,5187,940,2841,589,404,122,42,249,6472,UNDETERMINED,Desktop,3/8/19
36927,40654,407,50,249,44,37,8,7,12,483,UNDETERMINED,Tablet,3/8/19
674127,753843,7006,1199,3641,818,747,219,89,293,9504,UNDETERMINED,All Devices,3/8/19
84,89,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,2/13/19
249552,284797,4508,1063,2743,523,103,41,17,19,5311,CUSTOMER,All Devices,2/13/19
152603,170754,3475,838,2180,358,52,26,7,14,4031,CUSTOMER,Desktop,2/13/19
21427,27101,110,1,0,3,92,4,3,7,151,PROSPECT,Mobile Phone,2/13/19
286453,324496,1157,190,366,183,310,52,31,25,1595,All Visitors,Mobile Phone,2/13/19
9,9,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/13/19
343171,377425,4219,842,2184,420,386,109,36,242,4959,All Visitors,Desktop,2/13/19
2,2,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,2/13/19
3924,4656,16,0,0,1,13,1,1,0,20,PROSPECT,Tablet,2/13/19
38420,42168,333,40,199,31,44,5,6,8,388,All Visitors,Tablet,2/13/19
48092,58730,221,2,0,12,167,16,13,11,294,PROSPECT,All Devices,2/13/19
668065,744218,5708,1072,2749,634,740,166,73,275,6885,All Visitors,All Devices,2/13/19
22727,26944,95,1,0,8,62,11,9,4,125,PROSPECT,Desktop,2/13/19
23,29,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,2/13/19
181897,198627,280,4,2,37,171,35,18,13,465,UNDETERMINED,Mobile Phone,2/13/19
116,127,0,0,0,0,0,0,0,0,0,All Visitors,Gaming Console,2/13/19
168143,179727,649,3,4,54,272,72,20,224,811,UNDETERMINED,Desktop,2/13/19
2,2,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,2/13/19
83362,98768,767,185,364,143,47,13,10,5,993,CUSTOMER,Mobile Phone,2/13/19
20899,22246,50,0,0,8,27,2,5,8,55,UNDETERMINED,Tablet,2/13/19
370989,400691,979,7,6,99,470,109,43,245,1326,UNDETERMINED,All Devices,2/13/19
13628,15266,267,40,199,22,4,2,0,0,313,CUSTOMER,Tablet,2/13/19
371834,405840,1283,17,9,180,526,154,98,299,1747,UNDETERMINED,All Devices,2/19/19
13915,15536,265,46,177,33,7,1,1,0,302,CUSTOMER,Tablet,2/19/19
91,107,1,0,0,0,1,0,0,0,1,UNDETERMINED,Gaming Console,2/19/19
254518,287271,4380,1064,2586,584,89,31,10,16,5039,CUSTOMER,All Devices,2/19/19
150879,167135,3385,806,2091,410,43,19,5,11,3819,CUSTOMER,Desktop,2/19/19
15405,19298,75,1,0,3,56,9,0,6,89,PROSPECT,Mobile Phone,2/19/19
286630,325028,1135,215,318,204,266,76,28,28,1554,All Visitors,Mobile Phone,2/19/19
7,9,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/19/19
338277,370976,4332,821,2101,519,418,122,66,285,5010,All Visitors,Desktop,2/19/19
2941,3439,3,0,0,2,0,0,0,1,3,PROSPECT,Tablet,2/19/19
37725,41454,338,47,177,50,24,7,19,14,396,All Visitors,Tablet,2/19/19
36820,44476,145,2,1,9,96,20,5,12,179,PROSPECT,All Devices,2/19/19
662657,737587,5807,1083,2596,773,710,205,113,327,6928,All Visitors,All Devices,2/19/19
18469,21726,66,1,1,4,39,11,5,5,86,PROSPECT,Desktop,2/19/19
12,13,1,0,0,0,1,0,0,0,1,PROSPECT,Gaming Console,2/19/19
181657,201139,330,2,0,60,171,56,24,17,547,UNDETERMINED,Mobile Phone,2/19/19
110,129,2,0,0,0,2,0,0,0,2,All Visitors,Gaming Console,2/19/19
169224,182115,882,14,9,105,337,92,56,269,1118,UNDETERMINED,Desktop,2/19/19
89765,104591,730,212,318,141,39,11,4,5,926,CUSTOMER,Mobile Phone,2/19/19
20888,22479,70,1,0,15,17,6,18,13,91,UNDETERMINED,Tablet,2/19/19
2726,2791,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,3/27/19
6185,6319,57,21,22,10,3,1,0,0,80,CUSTOMER,All Devices,3/27/19
2103,2139,31,10,13,7,1,0,0,0,46,CUSTOMER,Desktop,3/27/19
1382,1430,3,0,0,0,1,2,0,0,6,PROSPECT,Mobile Phone,3/27/19
358725,404264,1533,208,573,211,315,117,44,65,2282,All Visitors,Mobile Phone,3/27/19
1,1,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,3/27/19
265624,289477,4392,880,2438,513,355,94,38,74,5182,All Visitors,Desktop,3/27/19
142,147,0,0,0,0,0,0,0,0,0,PROSPECT,Tablet,3/27/19
38629,42321,408,47,222,61,40,7,11,20,496,All Visitors,Tablet,3/27/19
2221,2304,3,0,0,0,1,2,0,0,9,PROSPECT,All Devices,3/27/19
665719,738967,6333,1135,3233,785,710,218,93,159,7870,All Visitors,All Devices,3/27/19
584,614,0,0,0,0,0,0,0,0,3,PROSPECT,Desktop,3/27/19
113,113,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/27/19
354743,399076,1506,197,566,208,312,114,44,65,2250,UNDETERMINED,Mobile Phone,3/27/19
2829,2905,0,0,0,0,0,0,0,0,0,All Visitors,Gaming Console,3/27/19
263239,286724,4361,870,2425,506,354,94,38,74,5137,UNDETERMINED,Desktop,3/27/19
3668,3758,24,11,7,3,2,1,0,0,32,CUSTOMER,Mobile Phone,3/27/19
38170,41753,406,47,220,61,40,7,11,20,492,UNDETERMINED,Tablet,3/27/19
658794,730344,6273,1114,3211,775,706,215,93,159,7792,UNDETERMINED,All Devices,3/27/19
413,421,2,0,2,0,0,0,0,0,4,CUSTOMER,Tablet,3/27/19
22154,26063,90,1,0,10,67,8,0,4,137,PROSPECT,Desktop,2/14/19
19,20,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,2/14/19
174687,190748,262,4,2,32,166,43,11,4,443,UNDETERMINED,Mobile Phone,2/14/19
115,130,0,0,0,0,0,0,0,0,0,All Visitors,Gaming Console,2/14/19
157083,167686,576,11,5,37,232,49,24,218,735,UNDETERMINED,Desktop,2/14/19
1,1,0,0,0,0,0,0,0,0,0,UNDETERMINED,E-Reader,2/14/19
82352,97445,690,170,344,114,44,11,4,3,948,CUSTOMER,Mobile Phone,2/14/19
19510,20785,29,0,0,2,21,5,0,1,41,UNDETERMINED,Tablet,2/14/19
351345,379315,867,15,7,71,419,97,35,223,1208,UNDETERMINED,All Devices,2/14/19
13313,14844,259,55,162,32,2,5,3,0,302,CUSTOMER,Tablet,2/14/19
86,95,0,0,0,0,0,0,0,0,0,UNDETERMINED,Gaming Console,2/14/19
239925,272976,4063,911,2498,495,97,40,15,7,4827,CUSTOMER,All Devices,2/14/19
144290,160672,3114,686,1992,349,51,24,8,4,3601,CUSTOMER,Desktop,2/14/19
20957,26257,95,1,1,8,67,8,4,6,124,PROSPECT,Mobile Phone,2/14/19
277593,314450,1047,175,347,154,277,62,19,13,1509,All Visitors,Mobile Phone,2/14/19
10,15,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,2/14/19
323082,354421,3780,698,1997,396,350,81,32,226,4465,All Visitors,Desktop,2/14/19
1,1,0,0,0,0,0,0,0,0,0,All Visitors,E-Reader,2/14/19
3754,4340,15,0,0,3,10,0,1,1,15,PROSPECT,Tablet,2/14/19
36528,39969,303,55,162,37,33,10,4,2,358,All Visitors,Tablet,2/14/19
46875,56680,200,2,1,21,144,16,5,11,275,PROSPECT,All Devices,2/14/19
637245,708971,5130,928,2506,587,660,153,55,241,6273,All Visitors,All Devices,2/14/19
13063,14214,57,2,0,5,42,7,1,0,79,PROSPECT,All Devices,3/28/19
686746,759354,6075,1191,2910,871,688,204,78,133,7533,All Visitors,All Devices,3/28/19
5172,5627,25,1,0,3,19,1,1,0,33,PROSPECT,Desktop,3/28/19
274,286,0,0,0,0,0,0,0,0,0,PROSPECT,Gaming Console,3/28/19
340539,376922,1240,151,391,220,300,121,21,36,1829,UNDETERMINED,Mobile Phone,3/28/19
3083,3242,2,0,1,0,1,0,0,0,3,All Visitors,Gaming Console,3/28/19
225137,241472,3203,735,1574,405,302,60,46,81,3808,UNDETERMINED,Desktop,3/28/19
32990,35114,265,61,126,56,11,9,0,2,393,CUSTOMER,Mobile Phone,3/28/19
35277,38251,296,38,169,43,25,4,5,12,363,UNDETERMINED,Tablet,3/28/19
603708,659597,4741,924,2135,668,628,185,72,129,5959,UNDETERMINED,All Devices,3/28/19
4031,4229,48,10,32,4,0,1,0,1,59,CUSTOMER,Tablet,3/28/19
2828,2952,2,0,1,0,1,0,0,0,3,UNDETERMINED,Gaming Console,3/28/19
81411,85543,1277,265,775,198,18,12,5,4,1553,CUSTOMER,All Devices,3/28/19
44397,46196,964,194,617,138,7,2,5,1,1106,CUSTOMER,Desktop,3/28/19
6813,7443,31,1,0,2,23,5,0,0,45,PROSPECT,Mobile Phone,3/28/19
374065,419479,1536,213,517,278,334,135,21,38,2243,All Visitors,Mobile Phone,3/28/19
4,4,0,0,0,0,0,0,0,0,0,CUSTOMER,Gaming Console,3/28/19
270177,293295,4192,930,2191,546,328,63,52,82,4932,All Visitors,Desktop,3/28/19
804,858,1,0,0,0,0,1,0,0,1,PROSPECT,Tablet,3/28/19
39525,43338,345,48,201,47,25,6,5,13,421,All Visitors,Tablet,3/28/19